,Restaurant,Borough,Neighborhood,Postcode,CUISINE DESCRIPTION,GRADE,Address,Coordinates,latitude,longitude
383,PONGSRI THAI RESTAURANT,MANHATTAN,WEST   48 STREET,10036,Thai,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
384,PRIMAVERA PIZZA & PASTA,MANHATTAN,2 AVENUE,10022,Pizza/Italian,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
385,TONY'S PIER RESTAURANT,BRONX,CITY ISLAND AVE,10464,Seafood,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
386,ELIO'S,MANHATTAN,SECOND AVENUE,10028,Italian,B,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
387,KASTELI II,MANHATTAN,8 AVENUE,10001,Irish,A,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
388,KASTELI II,MANHATTAN,8 AVENUE,10001,Irish,C,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
389,KASTELI II,MANHATTAN,8 AVENUE,10001,Irish,B,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
390,MOLLY WEE PUB,MANHATTAN,8 AVENUE,10001,Irish,A,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
391,EL CARIBE,BROOKLYN,STRICKLAND AVE,11234,Italian,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
392,OMEN JAPANESE CUISINE,MANHATTAN,THOMPSON STREET,10012,Japanese,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
393,MCDONALD'S,QUEENS,KISSENA BOULEVARD,11367,Hamburgers,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
394,ROSIE O'GRADY RESTAURANT,MANHATTAN,7 AVENUE,10019,Irish,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
395,EUROPA BAR,QUEENS,SUTPHIN BOULEVARD,11435,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
396,CASA BELLA,MANHATTAN,MULBERRY STREET,10013,Italian,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
397,CHEZ NAPOLEON,MANHATTAN,WEST   50 STREET,10019,French,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
398,TURKEY'S NEST TAVERN,BROOKLYN,BEDFORD AVENUE,11249,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
399,LA VILLA DE PIZZA & RESTAURANT,QUEENS,153 AVENUE,11414,Pizza,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
400,OZONE PIZZERIA,QUEENS,LIBERTY AVENUE,11417,Pizza/Italian,A,"Lasnamäe, Kesklinn, Tallinn, Lasnamäe linnaosa, Tallinn, Harju maakond, 11412, Eesti","Lasnamäe, Tallinn, Estonia",59.4311812,24.7879513
401,AGRA RESTAURANT,MANHATTAN,LEXINGTON AVENUE,10065,Indian,B,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
402,AGRA RESTAURANT,MANHATTAN,LEXINGTON AVENUE,10065,Indian,C,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
403,ARTURO'S,MANHATTAN,YORK AVENUE,10028,Italian,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
404,PARIS BLUES,MANHATTAN,7 AVENUE,10027,American,A,"Harlem, Manhattan Community Board 10, Manhattan, New York County, NYC, New York, USA","215 W 125th St #4, New York, NY 10027, USA",40.8096656,-73.94905779999999
405,PARIS BLUES,MANHATTAN,7 AVENUE,10027,American,B,"Harlem, Manhattan Community Board 10, Manhattan, New York County, NYC, New York, USA","215 W 125th St #4, New York, NY 10027, USA",40.8096656,-73.94905779999999
406,GENE'S RESTURANT,MANHATTAN,WEST   11 STREET,10011,Italian,A,"Hudson Yards, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
407,COZY SOUP & BURGER,MANHATTAN,BROADWAY,10003,American,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
408,VILLA FIORITA,BROOKLYN,18 AVENUE,11214,Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
409,MOMS LUNCHEONETTE,QUEENS,103 AVENUE,11417,American,A,"Lasnamäe, Kesklinn, Tallinn, Lasnamäe linnaosa, Tallinn, Harju maakond, 11412, Eesti","Lasnamäe, Tallinn, Estonia",59.4311812,24.7879513
410,FONTANA FAMOUS PIZZA & GYRO,QUEENS,NORTHERN BOULEVARD,11361,Greek,A,"القاهرة, محافظة القاهرة, مصر","Cairo, Cairo Governorate, Egypt",30.0444196,31.2357116
411,LUSARDI'S RESTAURANT,MANHATTAN,SECOND AVENUE,10075,Italian,A,"Upper East Side, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
412,PORTOFINO,QUEENS,ASCAN AVENUE,11375,Italian,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
413,PORTOFINO,QUEENS,ASCAN AVENUE,11375,Italian,B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
414,KING'S ARMS RESTAURANT,STATEN ISLAND,FOREST AVENUE,10310,American,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
415,BLUE NOTE JAZZ,MANHATTAN,WEST    3 STREET,10012,American,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
416,THE WATER CLUB,MANHATTAN,EAST   30 STREET,10016,Seafood,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
417,MARCO POLO RISTORANTE,BROOKLYN,COURT STREET,11231,Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
418,MANHATTAN MONSTER,MANHATTAN,GROVE STREET,10014,American,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
419,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,W 79 STREET,10024,American,Z,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
420,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,W 79 STREET,10024,American,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
421,TRIPOLI RESTAURANT/SWALLOW CAFE,BROOKLYN,ATLANTIC AVENUE,11201,Mediterranean,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
422,PJ BERNSTEIN DELI & RESTAURANT,MANHATTAN,THIRD AVENUE,10021,Delicatessen,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
423,PJ BERNSTEIN DELI & RESTAURANT,MANHATTAN,THIRD AVENUE,10021,Delicatessen,B,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
424,PJ CARNEY'S,MANHATTAN,7 AVENUE,10019,Irish,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
425,TOMOE SUSHI,MANHATTAN,THOMPSON STREET,10012,Japanese,B,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
426,TOMOE SUSHI,MANHATTAN,THOMPSON STREET,10012,Japanese,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
427,JP'S WATERSIDE RESTAURANT,BRONX,MINNIEFORD AVE,10464,Seafood,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
428,JP'S WATERSIDE RESTAURANT,BRONX,MINNIEFORD AVE,10464,Seafood,B,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
429,JOHN & JOE PIZZERIA & RESTAURANT,BRONX,LYDIG AVENUE,10462,Pizza/Italian,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
430,SUNSET PIZZERIA,STATEN ISLAND,ROSSVILLE AVENUE,10309,Pizza/Italian,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
431,SUNSET PIZZERIA,STATEN ISLAND,ROSSVILLE AVENUE,10309,Pizza/Italian,B,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
432,MCDONALD'S,QUEENS,COOPER AVENUE,11385,Hamburgers,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
433,JACKSON HOLE,MANHATTAN,THIRD AVENUE,10016,American,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
434,JACKSON HOLE,MANHATTAN,THIRD AVENUE,10016,American,P,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
435,JACKSON HOLE,MANHATTAN,THIRD AVENUE,10016,American,B,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
436,NAPOLI PIZZA,QUEENS,69 AVENUE,11365,Pizza,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
437,VESUVIO RESTAURANT & PIZZA,BROOKLYN,3 AVENUE,11209,Pizza/Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
438,VESUVIO RESTAURANT & PIZZA,BROOKLYN,3 AVENUE,11209,Pizza/Italian,B,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
439,VESUVIO RESTAURANT & PIZZA,BROOKLYN,3 AVENUE,11209,Pizza/Italian,C,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
440,WESTERN BAKERY,QUEENS,MERRICK BOULEVARD,11413,Caribbean,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
441,WESTERN BAKERY,QUEENS,MERRICK BOULEVARD,11413,Caribbean,P,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
442,JOHNS CAFE & RESTAURANT,MANHATTAN,SECOND AVENUE,10017,American,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW","Keelung City, Taiwan",25.1276033,121.7391833
443,CAFE LUXEMBOURG,MANHATTAN,WEST   70 STREET,10023,French,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
444,"DUNKIN', BASKIN ROBBINS",QUEENS,HORACE HARDING EXPRESSWAY,11367,Donuts,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
445,"DUNKIN', BASKIN ROBBINS",QUEENS,HORACE HARDING EXPRESSWAY,11367,Donuts,B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
446,BROADWAY RESTAURANT,MANHATTAN,BROADWAY,10025,American,A,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
447,BROADWAY RESTAURANT,MANHATTAN,BROADWAY,10025,American,B,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
448,NARITA JAPANESE RESTAURANT,QUEENS,70 ROAD,11375,Japanese,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
449,CUCHIFRITO,MANHATTAN,EAST  116 STREET,10029,Mexican,A,"East Harlem, Manhattan Community Board 11, Manhattan, New York County, NYC, New York, USA","1664 Park Ave, New York, NY 10035, USA",40.80029760000001,-73.9428147
450,IL CANTINORI RESTAURAUNT,MANHATTAN,EAST   10 STREET,10003,Italian,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
451,ANDREWS COFFEE SHOP,MANHATTAN,7 AVENUE,10018,American,A,"新竹市, 臺灣省, TW","Hsinchu, East District, Hsinchu City, Taiwan",24.8138287,120.9674798
452,THE CLUBHOUSE,QUEENS,FRESH POND ROAD,11379,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
453,FAME DINER,QUEENS,GRAND AVENUE,11378,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
454,KNIGHTS OF BARON DEKALB,BROOKLYN,EMMONS AVENUE,11235,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
455,WEST CORK-UNION HALL,STATEN ISLAND,HENDERSON AVE,10310,American,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
456,KOSHER HUT OF BROOKLYN,BROOKLYN,KINGS HIGHWAY,11223,Jewish/Kosher,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
457,KOSHER HUT OF BROOKLYN,BROOKLYN,KINGS HIGHWAY,11223,Jewish/Kosher,P,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
458,TERRA BLUES,MANHATTAN,BLEEKER STREET,10012,American,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
459,FLAMINGO,QUEENS,ROOSEVELT AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
460,FLAMINGO,QUEENS,ROOSEVELT AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
461,MONTE'S,MANHATTAN,MACDOUGAL STREET,10012,Italian,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
462,GOTHAM BAR & GRILL,MANHATTAN,EAST   12 STREET,10003,American,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
463,LONDON LENNIES,QUEENS,WOODHAVEN BOULEVARD,11374,Seafood,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
464,DUNKIN',BRONX,BOSTON POST ROAD,10475,Donuts,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
465,COOPER TOWN DINER,MANHATTAN,1 AVENUE,10003,American,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
466,DELMONICO'S KITCHEN,MANHATTAN,WEST   36 STREET,10018,American,A,"新竹市, 臺灣省, TW","Hsinchu, East District, Hsinchu City, Taiwan",24.8138287,120.9674798
467,DELMONICO'S KITCHEN,MANHATTAN,WEST   36 STREET,10018,American,B,"新竹市, 臺灣省, TW","Hsinchu, East District, Hsinchu City, Taiwan",24.8138287,120.9674798
468,MEZZALUNA,MANHATTAN,THIRD AVENUE,10021,Italian,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
469,RESTUARANT NIPPON,MANHATTAN,EAST   52 STREET,10022,Japanese,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
470,O'HARA'S,MANHATTAN,CEDAR STREET,10006,American,A,"Financial District, Manhattan Community Board 1, Manhattan, New York County, NYC, New York, USA","100 Gold St # 2, New York, NY 10038, USA",40.7102606,-74.0035348
471,O'HARA'S,MANHATTAN,CEDAR STREET,10006,American,B,"Financial District, Manhattan Community Board 1, Manhattan, New York County, NYC, New York, USA","100 Gold St # 2, New York, NY 10038, USA",40.7102606,-74.0035348
472,AQUEDUCT NORTH,BRONX,KATONAH AVE,10470,Irish,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
473,E.A.T. CAFE,MANHATTAN,MADISON AVENUE,10028,American,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
474,E.A.T. CAFE,MANHATTAN,MADISON AVENUE,10028,American,B,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
475,YANKEE CLIPPER,QUEENS,LAGUARDIA AIRPORT BLDG,11369,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
476,REX MANOR,BROOKLYN,60 STREET,11219,Continental,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
477,CLUB 101,MANHATTAN,PARK AVENUE,10178,American,A,"Mitte, Berlin, Deutschland","Mitte, Berlin, Germany",52.5372897,13.3602743
478,RIVERDALE DINER,BRONX,KINGSBRIDGE AVENUE,10463,American,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
479,RIVERDALE DINER,BRONX,KINGSBRIDGE AVENUE,10463,American,B,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
480,CARLOS PIZZA,QUEENS,METROPOLITAN AVENUE,11379,Pizza,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
481,THE BITTER END,MANHATTAN,BLEECKER STREET,10012,American,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
482,ARRIBA ARRIBA,MANHATTAN,9 AVENUE,10019,Mexican,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
483,GEIDO RESTAURANT,BROOKLYN,FLATBUSH AVENUE,11217,Japanese,A,"Naujosios Vilnios seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva","Naujoji Vilnia eldership, Vilnius, Lithuania",54.6834271,25.3847759
484,BARNEY GREENGRASS,MANHATTAN,AMSTERDAM AVENUE,10024,Jewish/Kosher,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
485,ANNAM BRAHAM RESTAURANT,QUEENS,164 STREET,11432,Indian,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
486,MONTERO BAR & GRILL,BROOKLYN,ATLANTIC AVENUE,11201,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
487,PISA PIZZERIA,QUEENS,MYRTLE AVENUE,11385,Pizza/Italian,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
