,Restaurant,Borough,Neighborhood,Postcode,CUISINE DESCRIPTION,GRADE,Address,Coordinates,latitude,longitude
752,LA STRADA RESTAURANT,STATEN ISLAND,NEW DORP LANE,10306,Italian,A,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
753,THE NIPPON CLUB,MANHATTAN,WEST   57 STREET,10019,Japanese,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
754,SUTTON CAFE RESTAURANT,MANHATTAN,FIRST AVENUE,10022,American,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
755,WALTER'S BAR,MANHATTAN,8 AVENUE,10001,Other,A,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
756,SALVATORE AND LLOYD'S PIZZA,STATEN ISLAND,RICHMOND AVENUE,10312,Pizza,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
757,BEYOGLU,MANHATTAN,EAST   81 STREET,10028,Mediterranean,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
758,MCDONALD'S,QUEENS,MAIN STREET,11354,Hamburgers,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
759,CHARLIE'S CORNER RESTAURANT & DELI,BROOKLYN,PARK AVENUE,11205,Spanish,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
760,CAFE BELLA VITA,STATEN ISLAND,HYLAN BOULEVARD,10305,Italian,A,"Todt Hill, Staten Island, Richmond County, NYC, New York, 10304, USA","Todt Hill, Staten Island, NY, USA",40.5975007,-74.10189749999999
761,ABSOLUTE BAGELS,MANHATTAN,BROADWAY,10025,Bagels/Pretzels,A,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
762,ABSOLUTE BAGELS,MANHATTAN,BROADWAY,10025,Bagels/Pretzels,P,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
763,B.Q.E. CAFE BILLIARDS,QUEENS,34 AVENUE,11372,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
764,B.Q.E. CAFE BILLIARDS,QUEENS,34 AVENUE,11372,American,B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
765,TAL BAGEL,MANHATTAN,EAST   86 STREET,10028,Bagels/Pretzels,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
766,DUNKIN',QUEENS,PARSONS BOULEVARD,11432,Donuts,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
767,TARTINE,MANHATTAN,WEST   11 STREET,10014,French,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
768,LUCYS,MANHATTAN,AVENUE A,10009,American,A,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
769,DOJO RESTAURANT,MANHATTAN,WEST 4 STREET,10012,Japanese,B,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
770,DOJO RESTAURANT,MANHATTAN,WEST 4 STREET,10012,Japanese,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
771,DOJO RESTAURANT,MANHATTAN,WEST 4 STREET,10012,Japanese,P,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
772,GABRIEL'S BAR & RESTAURANT,MANHATTAN,WEST   60 STREET,10023,Italian,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
773,NUEVA VILLA CHINA RESTAURANT,QUEENS,103 STREET,11368,Chinese,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
774,NUEVA VILLA CHINA RESTAURANT,QUEENS,103 STREET,11368,Chinese,B,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
775,JAIYA THAI ORIENTAL RESTAURANT,MANHATTAN,THIRD AVENUE,10016,Thai,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
776,JAIYA THAI ORIENTAL RESTAURANT,MANHATTAN,THIRD AVENUE,10016,Thai,B,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
777,BERGEN BEACH CAFE,BROOKLYN,AVENUE U,11234,American,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
778,BERGEN BEACH CAFE,BROOKLYN,AVENUE U,11234,American,C,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
779,EL CANTINERO,MANHATTAN,UNIVERSITY PLACE,10003,Mexican,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
780,EL CANTINERO,MANHATTAN,UNIVERSITY PLACE,10003,Mexican,B,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
781,MOLLY'S,MANHATTAN,3 AVENUE,10010,Irish,A,"嘉義縣, 臺灣省, TW","Chiayi County, Taiwan",23.4518428,120.2554615
782,AMELIA'S DINER,MANHATTAN,VARICK STREET,10013,American,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
783,NATIONAL RESTAURANT & CATERING,BROOKLYN,BRIGHTON BEACH AVE,11235,Russian,Z,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
784,NATIONAL RESTAURANT & CATERING,BROOKLYN,BRIGHTON BEACH AVE,11235,Russian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
785,JACKSON HOUSE RESTAURANT,QUEENS,37 AVENUE,11372,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
786,METROSTAR CAFE,BROOKLYN,JAY STREET,11201,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
787,SCALINATELLA RESTAURANT,MANHATTAN,EAST   61 STREET,10065,Italian,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
788,FRIEND'S TAVERN,QUEENS,ROOSEVELT AVENUE,11372,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
789,RINCON SALVADORENO RESTAURANT,QUEENS,149 STREET,11435,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
790,RINCON SALVADORENO RESTAURANT,QUEENS,149 STREET,11435,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
791,LA NUEVA VICTORIA RESTAURANT,MANHATTAN,BROADWAY,10025,Chinese/Cuban,B,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
792,LA NUEVA VICTORIA RESTAURANT,MANHATTAN,BROADWAY,10025,Chinese/Cuban,A,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
793,AMSTERDAM BILLIARDS,MANHATTAN,4 AVENUE,10003,American,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
794,BUDDY'S BURRITO & TACO BAR,BROOKLYN,COURT STREET,11231,Tex-Mex,B,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
795,BUDDY'S BURRITO & TACO BAR,BROOKLYN,COURT STREET,11231,Tex-Mex,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
796,DEMARCHELIER RESTAURANT,MANHATTAN,EAST   86 STREET,10028,French,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
797,E.J LUNCHEONETTE,MANHATTAN,THIRD AVENUE,10021,American,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
798,COURT SQUARE DINER,QUEENS,23 STREET,11101,American,A,"Dolní Měcholupy, Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, 11101, Česko","109 00 Prague-Dolní Měcholupy, Czechia",50.059009,14.558624
799,V & S PIZZERIA OF SHEAPSHEAD BAY,BROOKLYN,EMMONS AVENUE,11235,Pizza/Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
800,DAVIS POLK DINING ROOM,MANHATTAN,LEXINGTON AVENUE,10017,American,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW","Keelung City, Taiwan",25.1276033,121.7391833
801,BELLA NAPOLI,MANHATTAN,MADISON AVENUE,10016,Pizza/Italian,B,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
802,BELLA NAPOLI,MANHATTAN,MADISON AVENUE,10016,Pizza/Italian,C,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
803,BELLA NAPOLI,MANHATTAN,MADISON AVENUE,10016,Pizza/Italian,P,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
804,BELLA NAPOLI,MANHATTAN,MADISON AVENUE,10016,Pizza/Italian,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
805,DOWN THE HATCH,MANHATTAN,WEST    4 STREET,10014,American,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
806,J.J. BUBBLES,BROOKLYN,THIRD AVENUE,11209,"Bottled beverages, including water, sodas, juices, etc.",A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
807,J.J. BUBBLES,BROOKLYN,THIRD AVENUE,11209,"Bottled beverages, including water, sodas, juices, etc.",P,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
808,FITZGERALD'S PUB,MANHATTAN,THIRD AVENUE,10010,American,A,"嘉義縣, 臺灣省, TW","Chiayi County, Taiwan",23.4518428,120.2554615
809,FAROS RESTAURANT,BROOKLYN,CHURCH AVENUE,11218,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
810,GUN POST LANES SNACK BAR,BRONX,EAST GUN HILL ROAD,10469,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
811,PASTA LOVERS TRATTORIA,MANHATTAN,WEST   49 STREET,10019,Italian,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
812,DON GIOVANNI RESTAURANT,MANHATTAN,10 AVENUE,10011,Italian,A,"Hudson Yards, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
813,LOS TOLDOS RESTAURANT,QUEENS,NORTHERN BOULEVARD,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
814,EL MOLINO ROJO RESTAURANT,BRONX,EAST  161 STREET,10451,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
815,EL MOLINO ROJO RESTAURANT,BRONX,EAST  161 STREET,10451,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
816,SHABU TATSU,MANHATTAN,EAST   10 STREET,10003,Japanese,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
817,TRIBECA GRILL,MANHATTAN,GREENWICH STREET,10013,American,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
818,POPEYES,MANHATTAN,WEST  125 STREET,10027,Chicken,A,"Harlem, Manhattan Community Board 10, Manhattan, New York County, NYC, New York, USA","215 W 125th St #4, New York, NY 10027, USA",40.8096656,-73.94905779999999
819,C & B LUNCHEONETTE,QUEENS,WYCKOFF AVENUE,11385,American,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
820,SAN PIETRO,MANHATTAN,EAST   54 STREET,10022,Italian,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
821,SAN PIETRO,MANHATTAN,EAST   54 STREET,10022,Italian,P,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
822,INDO CHINE,MANHATTAN,LAFAYETTE STREET,10003,Asian,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
823,DUNKIN',QUEENS,MYRTLE AVENUE,11385,Donuts,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
824,GLEN PATRICK'S PUB,QUEENS,65 PLACE,11378,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
825,MULDOON'S IRISH PUB & RESTAURANT,MANHATTAN,3 AVENUE,10017,Irish,B,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW","Keelung City, Taiwan",25.1276033,121.7391833
826,MULDOON'S IRISH PUB & RESTAURANT,MANHATTAN,3 AVENUE,10017,Irish,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW","Keelung City, Taiwan",25.1276033,121.7391833
827,GRANDSTAND TAVERN,QUEENS,GRAND AVENUE,11373,Irish,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
828,GRANDSTAND TAVERN,QUEENS,GRAND AVENUE,11373,Irish,B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
829,TONY'S PIZZA II,BROOKLYN,RUTLAND ROAD,11212,Pizza/Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
830,TONY'S PIZZA II,BROOKLYN,RUTLAND ROAD,11212,Pizza/Italian,B,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
831,MANETTA'S RISTORANTE,QUEENS,JACKSON AVENUE,11101,Italian,A,"Dolní Měcholupy, Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, 11101, Česko","109 00 Prague-Dolní Měcholupy, Czechia",50.059009,14.558624
832,MANETTA'S RISTORANTE,QUEENS,JACKSON AVENUE,11101,Italian,C,"Dolní Měcholupy, Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, 11101, Česko","109 00 Prague-Dolní Měcholupy, Czechia",50.059009,14.558624
833,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,MANHATTAN,AVENUE A,10009,American,A,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
834,SALVI RESTAURANT,BROOKLYN,QUENTIN ROAD,11234,Italian,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
835,TIBBETT DINER,BRONX,TIBBETT AVE,10463,American,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
836,WHITE CASTLE,QUEENS,HILLSIDE AVENUE,11432,Hamburgers,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
837,GARDEN OF EAT-IN,BROOKLYN,AVENUE J,11230,Jewish/Kosher,A,"Chalabre, Avenue Auguste Cathala, Ségovent, Chalabre, Limoux, Aude, Occitanie, France métropolitaine, 11230, France","Avenue Auguste Cathala, 11230 Chalabre, France",42.9841172,2.0072292
838,GARDEN OF EAT-IN,BROOKLYN,AVENUE J,11230,Jewish/Kosher,C,"Chalabre, Avenue Auguste Cathala, Ségovent, Chalabre, Limoux, Aude, Occitanie, France métropolitaine, 11230, France","Avenue Auguste Cathala, 11230 Chalabre, France",42.9841172,2.0072292
839,GARDEN OF EAT-IN,BROOKLYN,AVENUE J,11230,Jewish/Kosher,B,"Chalabre, Avenue Auguste Cathala, Ségovent, Chalabre, Limoux, Aude, Occitanie, France métropolitaine, 11230, France","Avenue Auguste Cathala, 11230 Chalabre, France",42.9841172,2.0072292
840,JACKSON HOLE,QUEENS,ASTORIA BOULEVARD,11370,American,A,"Leucate, Narbonne, Aude, Occitanie, France métropolitaine, 11370, France","11370 Leucate, France",42.892058,3.0275802
841,CRONIN & PHELAN PUB & RESTAURANT,QUEENS,BROADWAY,11103,Irish,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
842,MOONSTRUCK EAST,MANHATTAN,THIRD AVENUE,10016,American,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
843,MOONSTRUCK EAST,MANHATTAN,THIRD AVENUE,10016,American,P,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
844,PASCALOU,MANHATTAN,MADISON AVENUE,10128,French,A,"Crocetta, Torino, TO, PIE, Italia","Crocetta, Torino TO, Italy",45.0583636,7.6658272
845,PASCALOU,MANHATTAN,MADISON AVENUE,10128,French,B,"Crocetta, Torino, TO, PIE, Italia","Crocetta, Torino TO, Italy",45.0583636,7.6658272
846,TOMMASO RESTAURANT,BROOKLYN,86 STREET,11228,Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
847,TOMMASO RESTAURANT,BROOKLYN,86 STREET,11228,Italian,B,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
848,FRANK'S PIZZA RESTAURANT,BROOKLYN,FLATBUSH AVENUE,11234,Pizza,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
849,ABITINO'S PIZZA,MANHATTAN,2 AVENUE,10016,Pizza,C,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
850,ABITINO'S PIZZA,MANHATTAN,2 AVENUE,10016,Pizza,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
851,ABITINO'S PIZZA,MANHATTAN,2 AVENUE,10016,Pizza,B,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
852,PICCOLO ANGOLO,MANHATTAN,HUDSON STREET,10014,Italian,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
853,BAR SIX,MANHATTAN,6 AVENUE,10011,French,A,"Hudson Yards, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
854,MATEUS RESTAURANT,QUEENS,JAMAICA AVENUE,11428,Portuguese,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
855,LUIGI'S RESTAURANT,QUEENS,UNION TURNPIKE,11040,Italian,A,"Градска општина Вождовац, 53, Устаничка, Неимар, Градска општина Врачар, Град Београд, Централна Србија, 11000, Србија","Ustanička, Beograd, Serbia",44.78789949999999,20.4769157
856,MARUMI,MANHATTAN,LA GUARDIA PLACE,10012,Japanese,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
857,MEMBERS DINING ROOM @ THE MET MUSEUM,MANHATTAN,5 AVENUE,10028,American,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
858,THE RESTAURANT,QUEENS,ROCKAWAY BEACH BOULEVARD,11693,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
859,THE END ZONE BAR,QUEENS,14 AVENUE,11357,American,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
860,FINE & SCHAPIRO,MANHATTAN,WEST   72 STREET,10023,Jewish/Kosher,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
861,FINE & SCHAPIRO,MANHATTAN,WEST   72 STREET,10023,Jewish/Kosher,B,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
862,FINE & SCHAPIRO,MANHATTAN,WEST   72 STREET,10023,Jewish/Kosher,P,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
863,E & L BAKERY & COFFEE SHOP,BRONX,WHITE PLAINS ROAD,10466,Bakery,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
864,CAROLINE'S ON BROADWAY,MANHATTAN,7 AVENUE,10019,American,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
865,WEMBLEY ATHLETIC CLUB,BRONX,EAST  239 STREET,10470,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
866,CULLEN'S TAVERN,BRONX,WHITE PLAINS ROAD,10466,American,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
867,LA ISLA RESTAURANT,BROOKLYN,BROADWAY,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"Борча, Беле Бартока, Нова Борча, Борча, Градска општина Палилула, Град Београд, Централна Србија, 11211, Србија","Bele Bartoka, Borča, Serbia",44.876928,20.4506365
868,LA ISLA RESTAURANT,BROOKLYN,BROADWAY,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",P,"Борча, Беле Бартока, Нова Борча, Борча, Градска општина Палилула, Град Београд, Централна Србија, 11211, Србија","Bele Bartoka, Borča, Serbia",44.876928,20.4506365
869,RUSSO'S ON THE BAY,QUEENS,CROSS BAY BOULEVARD,11414,American,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
870,JING FONG RESTAURANT,MANHATTAN,ELIZABETH STREET,10013,Chinese,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
871,JING FONG RESTAURANT,MANHATTAN,ELIZABETH STREET,10013,Chinese,B,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
872,AMERICAN AIRLINES EMPLOYEE CAFETERIA,QUEENS,LA GUARDIA AIRPORT,11369,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
873,BECCO,MANHATTAN,WEST   46 STREET,10036,Italian,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
874,RUDY'S BAR & Grill,MANHATTAN,9 AVENUE,10036,American,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
875,AUSTINS ALE HOUSE,QUEENS,AUSTIN STREET,11415,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
876,COYOTE UGLY,MANHATTAN,FIRST AVENUE,10003,American,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
877,COYOTE UGLY,MANHATTAN,FIRST AVENUE,10003,American,B,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
878,PRIMA PASTA & CAFE,QUEENS,CROSSBAY BOULEVARD,11414,Italian,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
879,PRIMA PASTA & CAFE,QUEENS,CROSSBAY BOULEVARD,11414,Italian,B,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
880,GINO'S PIZZERIA RESTAURANT,MANHATTAN,EAST   83 STREET,10028,Pizza,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
881,TONY'S PIZZERIA & RESTAURANT,BROOKLYN,RALPH AVENUE,11236,Pizza/Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
882,THE GRAY MARE,MANHATTAN,2 AVENUE,10003,Irish,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
883,WINCHESTERS PUB,QUEENS,HILLSIDE AVENUE,11427,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
884,CAFE CARDINI,QUEENS,UNION TURNPIKE,11040,Italian,A,"Градска општина Вождовац, 53, Устаничка, Неимар, Градска општина Врачар, Град Београд, Централна Србија, 11000, Србија","Ustanička, Beograd, Serbia",44.78789949999999,20.4769157
885,T-BONE DINER,QUEENS,QUEENS BOULEVARD,11375,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
886,T-BONE DINER,QUEENS,QUEENS BOULEVARD,11375,American,C,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
